"동별","연령별","시점","계","한국인","등록외국인",
"용답동","90~94세","2025 년","56","56","-",
"용답동","95~99세","2024 년","12","12","-",
"용답동","95~99세","2025 년","14","14","-",
"용답동","100세 이상","2024 년","2","2","-",
"용답동","100세 이상","2025 년","2","2","-",
"광진구","합계","2024 년","348652","331963","16689",
"광진구","합계","2025 년","349117","331167","17950",
"광진구","0~4세","2024 년","6122","5835","287",
"광진구","0~4세","2025 년","6139","5875","264",
"광진구","5~9세","2024 년","8553","8263","290",
"광진구","5~9세","2025 년","7906","7633","273",
"광진구","10~14세","2024 년","11205","10915","290",
"광진구","10~14세","2025 년","11029","10750","279",
"광진구","15~19세","2024 년","13132","12071","1061",
"광진구","15~19세","2025 년","13469","12107","1362",
"광진구","20~24세","2024 년","26674","21759","4915",
"광진구","20~24세","2025 년","25420","20105","5315",
"광진구","25~29세","2024 년","38436","35128","3308",
"광진구","25~29세","2025 년","38482","34732","3750",
"광진구","30~34세","2024 년","33529","32184","1345",
"광진구","30~34세","2025 년","34774","33313","1461",
"광진구","35~39세","2024 년","24237","23170","1067",
"광진구","35~39세","2025 년","24592","23512","1080",
"광진구","40~44세","2024 년","24605","23805","800",
"광진구","40~44세","2025 년","24036","23199","837",
"광진구","45~49세","2024 년","23386","22724","662",
"광진구","45~49세","2025 년","23522","22848","674",
"광진구","50~54세","2024 년","27305","26598","707",
"광진구","50~54세","2025 년","25977","25304","673",
"광진구","55~59세","2024 년","26623","25665","958",
"광진구","55~59세","2025 년","26718","25771","947",
"광진구","60~64세","2024 년","25102","24512","590",
"광진구","60~64세","2025 년","24270","23701","569",
"광진구","65~69세","2024 년","21774","21517","257",
"광진구","65~69세","2025 년","22447","22148","299",
"광진구","70~74세","2024 년","14172","14067","105",
"광진구","70~74세","2025 년","15542","15422","120",
"광진구","75~79세","2024 년","10678","10657","21",
"광진구","75~79세","2025 년","11180","11156","24",
"광진구","80~84세","2024 년","7568","7558","10",
"광진구","80~84세","2025 년","7649","7642","7",
"광진구","85~89세","2024 년","3921","3911","10",
"광진구","85~89세","2025 년","4120","4110","10",
"광진구","90~94세","2024 년","1273","1269","4",
"광진구","90~94세","2025 년","1472","1469","3",
"광진구","95~99세","2024 년","308","308","-",
"광진구","95~99세","2025 년","328","327","1",
"광진구","100세 이상","2024 년","49","47","2",
"광진구","100세 이상","2025 년","45","43","2",
"화양동","합계","2024 년","27761","22880","4881",
"화양동","합계","2025 년","28243","22755","5488",
"화양동","0~4세","2024 년","159","136","23",
"화양동","0~4세","2025 년","159","136","23",
"화양동","5~9세","2024 년","153","142","11",
"화양동","5~9세","2025 년","144","132","12",
"화양동","10~14세","2024 년","194","186","8",
"화양동","10~14세","2025 년","177","169","8",
"화양동","15~19세","2024 년","866","415","451",
"화양동","15~19세","2025 년","1074","470","604",
"화양동","20~24세","2024 년","6610","4279","2331",
"화양동","20~24세","2025 년","6712","4169","2543",
"화양동","25~29세","2024 년","7048","5725","1323",
"화양동","25~29세","2025 년","7157","5645","1512",
"화양동","30~34세","2024 년","3666","3340","326",
"화양동","30~34세","2025 년","3732","3353","379",
"화양동","35~39세","2024 년","1645","1515","130",
"화양동","35~39세","2025 년","1693","1546","147",
"화양동","40~44세","2024 년","1145","1069","76",
"화양동","40~44세","2025 년","1138","1068","70",
"화양동","45~49세","2024 년","940","892","48",
"화양동","45~49세","2025 년","913","859","54",
"화양동","50~54세","2024 년","1028","986","42",
"화양동","50~54세","2025 년","1002","964","38",
"화양동","55~59세","2024 년","979","927","52",
"화양동","55~59세","2025 년","990","938","52",
"화양동","60~64세","2024 년","856","822","34",
"화양동","60~64세","2025 년","817","801","16",
"화양동","65~69세","2024 년","783","769","14",
"화양동","65~69세","2025 년","769","753","16",
"화양동","70~74세","2024 년","622","614","8",
"화양동","70~74세","2025 년","672","662","10",
"화양동","75~79세","2024 년","483","481","2",
"화양동","75~79세","2025 년","489","487","2",
"화양동","80~84세","2024 년","332","332","-",
"화양동","80~84세","2025 년","343","343","-",
"화양동","85~89세","2024 년","193","193","-",
"화양동","85~89세","2025 년","193","193","-",
"화양동","90~94세","2024 년","46","44","2",
"화양동","90~94세","2025 년","54","53","1",
"화양동","95~99세","2024 년","11","11","-",
"화양동","95~99세","2025 년","14","13","1",
"화양동","100세 이상","2024 년","2","2","-",
"화양동","100세 이상","2025 년","1","1","-",
"군자동","합계","2024 년","21431","18729","2702",
"군자동","합계","2025 년","21251","18459","2792",
"군자동","0~4세","2024 년","311","233","78",
"군자동","0~4세","2025 년","275","211","64",
"군자동","5~9세","2024 년","381","343","38",
"군자동","5~9세","2025 년","339","306","33",
"군자동","10~14세","2024 년","455","437","18",
"군자동","10~14세","2025 년","415","394","21",
"군자동","15~19세","2024 년","660","474","186",
"군자동","15~19세","2025 년","779","515","264",
"군자동","20~24세","2024 년","2593","1544","1049",
"군자동","20~24세","2025 년","2532","1476","1056",
"군자동","25~29세","2024 년","3295","2555","740",
"군자동","25~29세","2025 년","3265","2499","766",
"군자동","30~34세","2024 년","2349","2096","253",
"군자동","30~34세","2025 년","2388","2132","256",
"군자동","35~39세","2024 년","1468","1335","133",
"군자동","35~39세","2025 년","1429","1303","126",
"군자동","40~44세","2024 년","1335","1276","59",
"군자동","40~44세","2025 년","1308","1244","64",
"군자동","45~49세","2024 년","1135","1095","40",
"군자동","45~49세","2025 년","1144","1117","27",
"군자동","50~54세","2024 년","1304","1278","26",
"군자동","50~54세","2025 년","1228","1195","33",
"군자동","55~59세","2024 년","1311","1272","39",
"군자동","55~59세","2025 년","1285","1253","32",
"군자동","60~64세","2024 년","1403","1380","23",
"군자동","60~64세","2025 년","1291","1261","30",
"군자동","65~69세","2024 년","1189","1179","10",
"군자동","65~69세","2025 년","1232","1222","10",
"군자동","70~74세","2024 년","799","791","8",
"군자동","70~74세","2025 년","847","838","9",
"군자동","75~79세","2024 년","636","636","-",
"군자동","75~79세","2025 년","670","669","1",
"군자동","80~84세","2024 년","503","502","1",
"군자동","80~84세","2025 년","496","496","-",
"군자동","85~89세","2024 년","220","219","1",
"군자동","85~89세","2025 년","232","232","-",
"군자동","90~94세","2024 년","68","68","-",
"군자동","90~94세","2025 년","79","79","-",
"군자동","95~99세","2024 년","11","11","-",
"군자동","95~99세","2025 년","15","15","-",
"군자동","100세 이상","2024 년","5","5","-",
"군자동","100세 이상","2025 년","2","2","-",
"중곡1동","합계","2024 년","15612","15111","501",
"중곡1동","합계","2025 년","15403","14865","538",
"중곡1동","0~4세","2024 년","265","253","12",
"중곡1동","0~4세","2025 년","229","215","14",
"중곡1동","5~9세","2024 년","262","248","14",
"중곡1동","5~9세","2025 년","228","220","8",
"중곡1동","10~14세","2024 년","331","323","8",
"중곡1동","10~14세","2025 년","318","310","8",
"중곡1동","15~19세","2024 년","352","314","38",
"중곡1동","15~19세","2025 년","343","326","17",
"중곡1동","20~24세","2024 년","898","802","96",
"중곡1동","20~24세","2025 년","810","675","135",
"중곡1동","25~29세","2024 년","1947","1872","75",
"중곡1동","25~29세","2025 년","1894","1798","96",
"중곡1동","30~34세","2024 년","1955","1906","49",
"중곡1동","30~34세","2025 년","1991","1943","48",
"중곡1동","35~39세","2024 년","1237","1194","43",
"중곡1동","35~39세","2025 년","1239","1204","35",
"중곡1동","40~44세","2024 년","1076","1050","26",
"중곡1동","40~44세","2025 년","1022","999","23",
"중곡1동","45~49세","2024 년","911","885","26",
"중곡1동","45~49세","2025 년","916","883","33",
"중곡1동","50~54세","2024 년","1114","1085","29",
"중곡1동","50~54세","2025 년","1047","1021","26",
"중곡1동","55~59세","2024 년","1235","1190","45",
"중곡1동","55~59세","2025 년","1209","1163","46",
"중곡1동","60~64세","2024 년","1164","1141","23",
"중곡1동","60~64세","2025 년","1158","1130","28",
"중곡1동","65~69세","2024 년","1045","1032","13",
"중곡1동","65~69세","2025 년","1086","1070","16",
"중곡1동","70~74세","2024 년","662","660","2",
"중곡1동","70~74세","2025 년","703","700","3",
"중곡1동","75~79세","2024 년","530","530","-",
"중곡1동","75~79세","2025 년","542","542","-",
"중곡1동","80~84세","2024 년","378","378","-",
"중곡1동","80~84세","2025 년","398","398","-",
"중곡1동","85~89세","2024 년","177","175","2",
"중곡1동","85~89세","2025 년","194","192","2",
"중곡1동","90~94세","2024 년","59","59","-",
"중곡1동","90~94세","2025 년","61","61","-",
"중곡1동","95~99세","2024 년","13","13","-",
"중곡1동","95~99세","2025 년","14","14","-",
"중곡1동","100세 이상","2024 년","1","1","-",
"중곡1동","100세 이상","2025 년","1","1","-",
"중곡2동","합계","2024 년","20540","20172","368",
"중곡2동","합계","2025 년","20180","19752","428",
"중곡2동","0~4세","2024 년","297","284","13",
"중곡2동","0~4세","2025 년","261","248","13",
"중곡2동","5~9세","2024 년","485","477","8",
"중곡2동","5~9세","2025 년","390","378","12",
"중곡2동","10~14세","2024 년","596","578","18",
"중곡2동","10~14세","2025 년","566","553","13",
"중곡2동","15~19세","2024 년","626","618","8",
"중곡2동","15~19세","2025 년","633","603","30",
"중곡2동","20~24세","2024 년","1088","1046","42",
"중곡2동","20~24세","2025 년","941","881","60",
"중곡2동","25~29세","2024 년","2173","2123","50",
"중곡2동","25~29세","2025 년","2145","2078","67",
"중곡2동","30~34세","2024 년","2217","2175","42",
"중곡2동","30~34세","2025 년","2239","2185","54",
"중곡2동","35~39세","2024 년","1496","1453","43",
"중곡2동","35~39세","2025 년","1470","1431","39",
"중곡2동","40~44세","2024 년","1471","1435","36",
"중곡2동","40~44세","2025 년","1416","1378","38",
"중곡2동","45~49세","2024 년","1280","1252","28",
"중곡2동","45~49세","2025 년","1222","1198","24",
"중곡2동","50~54세","2024 년","1600","1579","21",
"중곡2동","50~54세","2025 년","1537","1515","22",
"중곡2동","55~59세","2024 년","1677","1650","27",
"중곡2동","55~59세","2025 년","1658","1632","26",
"중곡2동","60~64세","2024 년","1687","1670","17",
"중곡2동","60~64세","2025 년","1625","1612","13",
"중곡2동","65~69세","2024 년","1418","1407","11",
"중곡2동","65~69세","2025 년","1477","1466","11",
"중곡2동","70~74세","2024 년","950","947","3",
"중곡2동","70~74세","2025 년","1028","1023","5",
"중곡2동","75~79세","2024 년","728","727","1",
"중곡2동","75~79세","2025 년","765","765","-",
"중곡2동","80~84세","2024 년","470","470","-",
"중곡2동","80~84세","2025 년","490","489","1",
"중곡2동","85~89세","2024 년","205","205","-",
"중곡2동","85~89세","2025 년","231","231","-",
"중곡2동","90~94세","2024 년","60","60","-",
"중곡2동","90~94세","2025 년","70","70","-",
"중곡2동","95~99세","2024 년","16","16","-",
"중곡2동","95~99세","2025 년","15","15","-",
"중곡2동","100세 이상","2024 년","-","-","-",
"중곡2동","100세 이상","2025 년","1","1","-",
"중곡3동","합계","2024 년","15692","15379","313",
"중곡3동","합계","2025 년","15500","15164","336",
"중곡3동","0~4세","2024 년","272","258","14",
"중곡3동","0~4세","2025 년","266","257","9",
"중곡3동","5~9세","2024 년","273","266","7",
"중곡3동","5~9세","2025 년","248","238","10",
"중곡3동","10~14세","2024 년","354","350","4",
"중곡3동","10~14세","2025 년","363","355","8",
"중곡3동","15~19세","2024 년","409","394","15",
"중곡3동","15~19세","2025 년","383","368","15",
"중곡3동","20~24세","2024 년","769","728","41",
"중곡3동","20~24세","2025 년","667","611","56",
"중곡3동","25~29세","2024 년","1524","1481","43",
"중곡3동","25~29세","2025 년","1509","1461","48",
"중곡3동","30~34세","2024 년","1659","1620","39",
"중곡3동","30~34세","2025 년","1684","1651","33",
"중곡3동","35~39세","2024 년","1155","1120","35",
"중곡3동","35~39세","2025 년","1164","1126","38",
"중곡3동","40~44세","2024 년","1007","984","23",
"중곡3동","40~44세","2025 년","970","939","31",
"중곡3동","45~49세","2024 년","988","965","23",
"중곡3동","45~49세","2025 년","955","933","22",
"중곡3동","50~54세","2024 년","1253","1238","15",
"중곡3동","50~54세","2025 년","1146","1134","12",
"중곡3동","55~59세","2024 년","1360","1339","21",
"중곡3동","55~59세","2025 년","1304","1285","19",
"중곡3동","60~64세","2024 년","1388","1363","25",
"중곡3동","60~64세","2025 년","1332","1307","25",
"중곡3동","65~69세","2024 년","1208","1202","6",
"중곡3동","65~69세","2025 년","1277","1270","7",
"중곡3동","70~74세","2024 년","745","743","2",
"중곡3동","70~74세","2025 년","841","838","3",
"중곡3동","75~79세","2024 년","631","631","-",
"중곡3동","75~79세","2025 년","653","653","-",
"중곡3동","80~84세","2024 년","438","438","-",
